epoch,train_loss,test_acc@1,test_acc@5
76,5.401955285023168,78.03999999999999,98.92
77,5.401737950511815,78.03,99.0
78,5.40382184687349,78.01,98.94
79,5.40078646374732,78.09,98.98
80,5.400522546669872,78.23,98.81
81,5.39914527873403,78.23,98.87
82,5.396177852276674,78.52,98.99
83,5.39689403710906,78.75999999999999,98.95
84,5.395860136169748,78.27,99.08
85,5.397141697480507,78.5,99.08
86,5.393130577716631,78.79,98.91
87,5.391679198471541,78.62,98.92
88,5.395440676777633,78.33,98.95
89,5.388558938331211,78.81,98.92
90,5.392485947953057,79.4,98.96000000000001
91,5.389131865550563,78.94,99.07000000000001
92,5.386755643431673,78.55,99.06
93,5.387794209509781,79.44,99.05000000000001
94,5.385629083692413,79.2,99.03999999999999
95,5.3859076204988146,79.27,99.07000000000001
96,5.384855889782463,79.33,98.91
97,5.38591329830209,79.53,99.0
98,5.379639541979918,79.79,99.0
99,5.380963915402127,79.35,99.05000000000001
100,5.380397457437417,79.93,99.11999999999999
101,5.381551845786498,80.25999999999999,99.05000000000001
102,5.37970957805201,79.82000000000001,99.05000000000001
103,5.378901992876505,80.08999999999999,98.98
104,5.38029953376534,79.84,99.11999999999999
105,5.375475239507931,80.13,98.92999999999999
106,5.374949912435,80.30000000000001,99.02
107,5.378755112284238,80.45,99.03
108,5.374380696680128,80.04,99.07000000000001
109,5.375802015520863,80.07,99.13
110,5.376664117439506,80.17999999999999,99.09
111,5.373386451878498,80.30000000000001,99.1
112,5.375773734653119,80.66,99.03
113,5.371019535457965,80.67999999999999,99.14
114,5.371908084633424,81.10000000000001,99.21
115,5.369758089793097,80.42,99.1
116,5.369962952800633,80.53,99.05000000000001
117,5.368787441057028,81.06,99.13
118,5.369622628713391,81.2,99.17
119,5.369252490014145,81.19,99.06
120,5.3656509930325536,80.88,99.17
121,5.36901245903723,81.25,99.1
122,5.364661025017807,81.2,99.16
123,5.367354235698268,81.39999999999999,99.17
124,5.36895116334109,81.53,99.19
125,5.36543230174743,80.97,99.13
126,5.362437253145828,81.32000000000001,99.17
127,5.3636694741003295,81.54,99.22
128,5.361070254414352,82.19,99.07000000000001
129,5.361025107275579,81.69999999999999,99.22999999999999
130,5.360532672134871,81.86,99.14
131,5.360143179746018,82.33,99.24
132,5.36054061614361,81.88,99.39
133,5.356872824049487,82.03,99.22
134,5.359139201567345,81.8,99.14
135,5.358480256857331,82.04,99.16
136,5.355081538564151,82.03,99.15
137,5.35396676211013,82.26,99.27
138,5.360010274906748,82.31,99.3
139,5.356869343629818,81.86,99.21
140,5.356246014231259,82.11,99.14
141,5.353768506000951,82.02000000000001,99.22
142,5.355594767737634,82.3,99.27
143,5.353485308971601,82.59,99.3
144,5.348120561580068,82.83,99.32
145,5.355156721528044,82.59,99.17
146,5.352369682076051,83.0,99.22
147,5.350413523998457,82.96,99.3
148,5.351426168815377,82.72,99.33
149,5.350014824228189,83.05,99.35000000000001
150,5.35190325176593,82.78999999999999,99.17
151,5.349972267740781,82.49,99.28
152,5.349585719944275,83.3,99.24
153,5.3480883627822715,83.13000000000001,99.16
154,5.346488539705572,83.39999999999999,99.36
155,5.348371250113261,83.69,99.29
156,5.347410959066804,83.0,99.22
157,5.345207258598092,83.05,99.27
158,5.346691200413654,83.47,99.33999999999999
159,5.344142663110163,83.74000000000001,99.33
160,5.342801575808181,83.0,99.31
161,5.342715715624623,83.09,99.22999999999999
162,5.344098656447892,83.75,99.19
163,5.340142082922237,83.74000000000001,99.42999999999999
164,5.34109388430094,83.5,99.31
165,5.348919760320604,83.73,99.37
166,5.342329379209538,83.39,99.24
167,5.340560534565719,83.58,99.33999999999999
168,5.341141091179602,83.89999999999999,99.4
169,5.343019372409152,83.84,99.4
170,5.342833051976469,83.78999999999999,99.26
171,5.33694047043004,83.83,99.32
172,5.339274735794854,83.44,99.22999999999999
173,5.3362801394511745,83.77,99.33999999999999
174,5.338344313434718,84.33,99.42
175,5.336283555964834,83.85000000000001,99.37
176,5.33984319450929,83.85000000000001,99.4
177,5.336497803324277,84.2,99.4
178,5.337539358237355,84.00999999999999,99.39
179,5.336266153866482,84.00999999999999,99.33
180,5.334977469493434,84.08,99.39
181,5.336160433661077,83.85000000000001,99.42999999999999
182,5.334113479889545,84.24000000000001,99.42
183,5.333548103411173,84.1,99.48
184,5.335442724916124,84.56,99.4
185,5.332795806766785,84.53,99.45
186,5.334135699517948,84.17999999999999,99.31
187,5.334371925629291,84.45,99.44
188,5.334557164575636,84.39999999999999,99.39
189,5.3318009917269045,83.82,99.3
190,5.332785503151491,84.25,99.39
191,5.333761574066791,84.53,99.38
192,5.32836193399331,84.57000000000001,99.31
193,5.3268047903001925,84.37,99.45
194,5.328479757014009,84.03,99.31
195,5.3294279255817845,83.95,99.24
196,5.328142402098351,84.47,99.47
197,5.326149758604384,84.61999999999999,99.42999999999999
198,5.3248999241701105,84.89,99.49
199,5.327958165984793,84.41,99.35000000000001
200,5.325343820237622,84.66,99.42
201,5.32737545131408,84.83000000000001,99.42
202,5.325469577435365,84.87,99.31
203,5.3257086940647405,84.97,99.49
204,5.324478926117887,84.43,99.47
205,5.322023961961884,84.38,99.46000000000001
206,5.324774860106793,84.67,99.42
207,5.325046185365657,84.69,99.51
208,5.326376865819557,84.85000000000001,99.42999999999999
209,5.325088663199513,84.42,99.45
210,5.324349835975883,84.54,99.42
211,5.321878620029724,84.89999999999999,99.38
212,5.324510274474154,84.97,99.42999999999999
213,5.322050148678809,85.16,99.46000000000001
214,5.322967622697968,84.85000000000001,99.38
215,5.326901258881559,84.92,99.44
216,5.321695632541303,85.02,99.47
217,5.325143838666149,85.28,99.47
218,5.318676697839167,85.31,99.47
219,5.321232972685824,84.91,99.46000000000001
220,5.3204245370687895,85.36,99.44
221,5.321762134119408,85.1,99.4
222,5.317959608490934,85.22999999999999,99.37
223,5.315953800358723,85.09,99.44
224,5.317119544314355,85.16,99.53999999999999
225,5.319077830953696,85.5,99.49
226,5.321754411323783,85.37,99.53999999999999
227,5.317996949264684,85.55,99.46000000000001
228,5.315311417137225,85.31,99.55000000000001
229,5.317781522101963,85.61999999999999,99.42
230,5.321747661865864,85.32,99.47
231,5.313055033536301,85.61,99.44
232,5.315705879447386,85.04,99.45
233,5.316193374161868,85.58,99.4
234,5.314158768997979,85.47,99.33999999999999
235,5.315617010765469,85.27,99.4
236,5.315197310496852,85.37,99.47
237,5.3129869441396185,85.24000000000001,99.42999999999999
238,5.316042039812226,85.59,99.46000000000001
239,5.313276762814866,85.87,99.53
240,5.311563683539322,85.56,99.44
241,5.313571330198307,85.57000000000001,99.37
242,5.31454037145241,86.22999999999999,99.51
243,5.313265525188642,85.87,99.44
244,5.313960242517216,86.00999999999999,99.5
245,5.312617513322339,85.63,99.49
246,5.312716125212994,86.33,99.48
247,5.308855391040291,85.56,99.42999999999999
248,5.311646830175341,86.11,99.44
249,5.309286574727481,85.5,99.51
250,5.311377299200628,85.82,99.51
251,5.3150195485537814,85.95,99.42
252,5.310969033192113,86.26,99.52
253,5.312814928821681,86.09,99.53
254,5.310854862645729,85.72,99.55000000000001
255,5.308734603763855,85.9,99.48
256,5.30963255695461,86.11,99.49
257,5.309211313110037,86.07000000000001,99.45
258,5.309628068786306,86.25,99.5
259,5.309774792071471,86.17,99.48
260,5.308967083999791,86.05000000000001,99.48
261,5.308380436651485,86.65,99.5
262,5.308103571233061,86.38,99.58
263,5.308465702017558,86.52,99.42
264,5.307713572511968,85.98,99.52
265,5.307033882927649,86.18,99.51
266,5.309092167726497,85.86,99.57000000000001
267,5.3050176089571925,86.33999999999999,99.48
268,5.307971846197069,86.22999999999999,99.48
269,5.303713415086884,85.84,99.52
270,5.305777761125073,86.48,99.49
271,5.303406322125307,86.33,99.45
272,5.306604223153026,86.21,99.51
273,5.303444552667362,86.28,99.5
274,5.306721362870993,86.39,99.57000000000001
275,5.3061290573828,86.37,99.44
276,5.303310266475088,86.00999999999999,99.47
277,5.303926118870371,86.4,99.52
278,5.303882721773128,85.84,99.51
279,5.302656070473268,86.08,99.47
280,5.303950919318445,86.61,99.38
281,5.3053104656258805,86.65,99.52
282,5.304948836257777,86.19,99.46000000000001
283,5.302727079883065,86.38,99.53999999999999
284,5.303511963677161,86.15,99.48
285,5.3034676129056,86.33,99.55000000000001
286,5.301235110489364,86.7,99.52
287,5.304047958138063,86.4,99.45
288,5.300757988212035,86.42,99.56
289,5.302027741658319,86.41,99.58
290,5.303727616968843,86.35000000000001,99.41
291,5.3041434189707966,86.63,99.55000000000001
292,5.3001484575959825,86.64,99.5
293,5.30097604043705,86.63,99.49
294,5.299586128942745,86.85000000000001,99.57000000000001
295,5.302145702322734,86.85000000000001,99.52
296,5.302126166746788,86.58,99.5
297,5.298830995854643,86.77,99.57000000000001
298,5.298171240029876,86.00999999999999,99.49
299,5.298327018305199,87.07000000000001,99.56
300,5.297810048172154,86.92999999999999,99.58
301,5.296331287659321,86.81,99.55000000000001
302,5.298615765325802,86.63,99.53
303,5.29982983697321,86.79,99.62
304,5.2973619441396185,87.09,99.59
305,5.297621294395211,86.94,99.56
306,5.29821238075335,86.97,99.52
307,5.295860162715322,86.17,99.53999999999999
308,5.295619689312177,86.6,99.5
309,5.296379123766398,86.92,99.61
310,5.293592079398558,86.83,99.46000000000001
311,5.297115478318991,86.94,99.57000000000001
312,5.296222047707469,86.49,99.61
313,5.297444161680556,87.2,99.53
314,5.297887049999433,86.91,99.53999999999999
315,5.297472108270704,86.53,99.55000000000001
316,5.292571765860331,86.74,99.53
317,5.29695770420979,87.18,99.52
318,5.298506839988158,86.92,99.56
319,5.2938034608192055,86.94,99.53
320,5.295691937515416,87.01,99.5
321,5.293623948834606,86.92999999999999,99.53
322,5.2915901941122465,87.38,99.53
323,5.296108835751248,87.01,99.47
324,5.293739058307765,86.72999999999999,99.5
325,5.294718698127983,87.07000000000001,99.53999999999999
326,5.295289585270832,87.01,99.42
327,5.29503342048409,86.55000000000001,99.58
328,5.291149655568231,87.28,99.51
329,5.294781085142155,87.18,99.55000000000001
330,5.289221832432697,87.17,99.57000000000001
331,5.292798351995724,87.41,99.59
332,5.290144138729449,87.45,99.52
333,5.293619411507833,86.86,99.51
334,5.293408143151667,86.86,99.58
335,5.290754382143316,87.4,99.62
336,5.2931394232917075,87.31,99.52
337,5.289657804154858,87.58,99.58
338,5.292981309989064,87.13,99.53
339,5.291131063834908,87.17,99.45
340,5.292789262594636,87.38,99.59
341,5.294446738724856,87.19,99.57000000000001
342,5.289487612616155,87.3,99.51
343,5.290029068583066,87.64,99.57000000000001
344,5.289601763499152,87.87,99.56
345,5.289145371348588,87.09,99.6
346,5.290603908066897,87.42,99.62
347,5.288877944356387,87.7,99.59
348,5.288669404295302,87.52,99.57000000000001
349,5.287787997845522,87.42,99.51
350,5.289509301333084,87.16000000000001,99.49
351,5.2908756511727555,87.33,99.52
352,5.2884218668200305,87.36,99.64
353,5.291404099808526,87.53,99.52
354,5.292020429040968,87.5,99.57000000000001
355,5.287261766256745,87.47,99.64
356,5.285793766532977,87.61,99.53999999999999
357,5.287720267305669,86.92,99.48
358,5.290470796762054,87.63,99.57000000000001
359,5.284914847501774,87.79,99.53999999999999
360,5.289531255505748,87.76,99.59
361,5.2876942280641535,87.3,99.5
362,5.286917814274424,87.24,99.53
363,5.286075596956863,87.33999999999999,99.55000000000001
364,5.288918519757457,87.49,99.55000000000001
365,5.289316590299311,87.53999999999999,99.59
366,5.2835189288424464,87.24,99.56
367,5.28677542185046,87.97,99.61
368,5.286170802165553,87.6,99.48
369,5.287869335449848,87.53999999999999,99.55000000000001
370,5.28311522473994,87.67,99.55000000000001
371,5.283960681600669,86.97,99.59
372,5.28786488660832,87.64999999999999,99.51
373,5.28574271054612,87.72,99.47
374,5.285399554931011,87.07000000000001,99.45
375,5.283778018558149,87.96000000000001,99.56
376,5.283300793048033,87.7,99.53999999999999
377,5.285297221744184,87.64999999999999,99.62
378,5.2849487963411,87.75,99.56
379,5.283390290958366,87.49,99.51
380,5.2844125413403065,87.46000000000001,99.51
381,5.283190417535526,87.61,99.52
382,5.283809681528623,87.85,99.53
383,5.283358721388984,87.47,99.5
384,5.286088211020243,87.81,99.53999999999999
385,5.284605709547849,87.83,99.61
386,5.281368132719059,87.18,99.59
387,5.280709492791559,88.23,99.65
388,5.285080806496217,87.82,99.56
389,5.282135294884751,87.99,99.62
390,5.283812670363593,88.16000000000001,99.61
391,5.281298086815274,88.17,99.64
392,5.280681585528187,87.86,99.68
393,5.278198537138319,88.18,99.59
394,5.281407031816306,88.3,99.67
395,5.280623740756635,87.83999999999999,99.6
396,5.281628785674105,87.74,99.5
397,5.282141759223545,87.91,99.6
398,5.283122726322449,87.72,99.55000000000001
399,5.279862865959246,87.45,99.64
400,5.283246797384675,87.63,99.59
401,5.2810835445050115,87.69,99.52
402,5.281634316001971,87.9,99.62
403,5.280668494627648,87.42,99.62
404,5.2814557380283,87.86,99.53999999999999
405,5.28311950644267,87.82,99.57000000000001
406,5.2774518298119615,88.02,99.59
407,5.278420467966611,88.02,99.53999999999999
408,5.28049025584742,88.02,99.61
409,5.2835383218588285,87.86,99.58
410,5.2799074477756145,87.94,99.67
411,5.281107238887512,87.78,99.59
412,5.279972602411644,87.94999999999999,99.61
413,5.280740034948919,88.24,99.62
414,5.278395038290122,87.85,99.57000000000001
415,5.279725389382274,87.91,99.62
416,5.278110381254216,87.83999999999999,99.53
417,5.279216309183652,87.89,99.58
418,5.278237023304418,88.08,99.62
419,5.2781848415886,88.42999999999999,99.61
420,5.275904537476215,87.64,99.55000000000001
421,5.278825691065838,88.19,99.57000000000001
422,5.277613271143019,87.92999999999999,99.56
423,5.276771363523817,87.77000000000001,99.56
424,5.279072972917065,87.9,99.59
425,5.273453535492887,87.83999999999999,99.55000000000001
426,5.278700017437492,88.3,99.58
427,5.278617716327156,88.0,99.5
428,5.278013283444434,88.05,99.61
429,5.279947772468488,88.39,99.62
430,5.279382415653504,87.38,99.53
431,5.279522006044683,87.33,99.56
432,5.277182731431784,87.75,99.52
433,5.276153952805037,88.05,99.56
434,5.273779254598716,87.89,99.48
435,5.276335755574334,88.01,99.56
436,5.275603697472012,88.07000000000001,99.63
437,5.274958404069094,88.19,99.49
438,5.275253728492973,88.55,99.62
439,5.2787596220822675,88.41,99.56
440,5.275593172643602,88.03,99.59
441,5.27681680561341,88.39,99.6
442,5.275675050991097,88.17,99.55000000000001
443,5.276916798857069,87.94999999999999,99.55000000000001
444,5.274493011002688,87.7,99.55000000000001
445,5.274028379892566,88.13,99.51
446,5.274874780595917,88.47,99.63
447,5.271705912560532,88.07000000000001,99.55000000000001
448,5.275676673220605,88.32,99.65
449,5.273933474550542,88.44999999999999,99.55000000000001
450,5.274691345765419,88.24,99.61
451,5.275517571832716,88.52,99.6
452,5.274324018930652,88.13,99.57000000000001
453,5.27580139809048,88.5,99.55000000000001
454,5.27429184471209,88.39,99.64
455,5.272835672516184,88.68,99.63
456,5.27180376741075,88.3,99.63
457,5.274868252351112,88.41,99.63
458,5.273355828118079,88.49000000000001,99.53999999999999
459,5.275705342440261,88.21,99.52
460,5.272043567342856,88.31,99.56
461,5.270530209098895,88.63,99.57000000000001
462,5.273648335761631,88.72,99.64
463,5.271790529034801,88.47,99.6
464,5.269065212957638,88.29,99.56
465,5.2753005617672635,88.67,99.6
466,5.272057833130827,88.32,99.6
467,5.272287132813759,88.29,99.6
468,5.269518626104925,88.44,99.61
469,5.273727353086176,88.41,99.65
470,5.268973144059329,88.47,99.63
471,5.269493368483081,88.14999999999999,99.53999999999999
472,5.272115820461941,88.66000000000001,99.59
473,5.273236250140004,87.92999999999999,99.51
474,5.269913929024923,88.53,99.52
475,5.270398085879297,88.85,99.63
476,5.270321713280432,88.38000000000001,99.66000000000001
477,5.272621960984063,88.84,99.57000000000001
478,5.2701816018094725,88.33,99.66000000000001
479,5.273514428089574,88.16000000000001,99.67
480,5.271394823015351,88.42,99.64
481,5.2686016092595365,88.51,99.57000000000001
482,5.268010950580086,88.52,99.63
483,5.272310684636696,88.28,99.69
484,5.2698058246337265,88.31,99.58
485,5.268343905812686,88.11,99.57000000000001
486,5.267806928182385,89.1,99.64
487,5.271618366241455,88.7,99.59
488,5.271850099268648,88.14,99.64
489,5.2702845396454805,88.44,99.62
490,5.2700813529417685,88.2,99.59
491,5.270959627997015,88.51,99.56
492,5.271189212799072,88.49000000000001,99.59
493,5.269273556384844,88.55,99.67
494,5.269418564039407,88.58,99.61
495,5.270957774722699,88.33,99.66000000000001
496,5.270455920819154,88.51,99.68
497,5.267927936671936,88.36,99.65
498,5.268114316094782,88.34,99.62
499,5.2674473831334065,88.72,99.6
500,5.268583376383044,88.69,99.66000000000001
